0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
0	576
